code,name,source,portal,url,goal
IDXN-1268,연안해송 물동량 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1268,
IDXN-1269,남북한간 해상수송 물동량 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1269,
IDXN-1273,특별관리해역 수질(COD)현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1273,
IDXN-1274,전국연안 수질(COD)현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1274,
IDXN-1275,연안습지(갯벌) 면적의 변동 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1275,
IDXN-1276,육상폐기물 해양투기량 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1276,
IDXN-1277,항만국 통제(PSC) 점검률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1277,
IDXN-1283,해적사건 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1283,
IDXN-1287,경지면적 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1287,
IDXN-1288,농업 기계화 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1288,
IDXN-1297,농촌지역 생활인프라 보급률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1297,
IDXN-1298,도농교류현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1298,
IDXN-1300,산림 면적 및 임목축적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1300,
IDXN-1302,임산물생산량 및 생산액 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1302,
IDXN-1303,목재수급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1303,
IDXN-1304,국내조림 및 숲가꾸기 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1304,
IDXN-1305,해외조림 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1305,
IDXN-1307,수목원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1307,
IDXN-1308,자연휴양림 운영.이용 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1308,
IDXN-1309,산불피해현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1309,
IDXN-1310,산림 병해충 발생 및 방제 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1310,
IDXN-1311,산사태피해현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1311,
IDXN-1316,어업 생산액 및 GDP 대비 부가가치 비중,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1316,
IDXN-1317,수산물 소비량(연간 1인당)과 자급률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1317,
IDXN-1324,어업경영자금 지원현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1324,
IDXN-1325,총 연구개발비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1325,
IDXN-1326,기관별 연구개발비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1326,
IDXN-1327,연구개발 단계별 연구개발비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1327,
IDXN-1328,민간기업 연구개발비 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1328,
IDXN-1329,지역별 연구개발비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1329,
IDXN-1330,정부 연구개발예산,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1330,
IDXN-1331,총 연구개발인력,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1331,
IDXN-1332,기관별 연구원,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1332,
IDXN-1333,지역별 연구원,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1333,
IDXN-1334,과학기술 논문 현황(NSI),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1334,
IDXN-1335,기술무역 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1335,
IDXN-1336,IMD 과학·기술 인프라,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1336,
IDXN-1337,WEF 혁신역량·ICT 보급,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1337,
IDXN-1339,에너지원별 발전량 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1339,
IDXN-1344,ITU ICT 발전지수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1344,
IDXN-1345,가구 인터넷 보급률 및 컴퓨터 보유율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1345,
IDXN-1346,인터넷이용률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1346,
IDXN-1348,초고속인터넷 가입자,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1348,
IDXN-1352,ICT 생산통계,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1352,
IDXN-1353,통신서비스 시장 매출액,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1353,
IDXN-1354,방송서비스 시장 매출액,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1354,
IDXN-1363,침해사고 신고건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1363,
IDXN-1365,1인 1일 스팸 수신량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1365,
IDXN-1366,개인정보 침해 신고·상담 건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1366,
IDXN-1367,디지털정보격차 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1367,
IDXN-1368,1인당 우편이용 물량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1368,
IDXN-1373,조달사업 실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1373,
IDXN-1374,나라장터 운영실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1374,
IDXN-1376,친환경 상품 구매실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1376,
IDXN-1377,조달청 비축 원자재 판매 및 구매 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1377,
IDXN-1378,주요 비철금속 국제가격 동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1378,
IDXN-1379,비철금속 국내 수급현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1379,
IDXN-1384,위조상품 단속건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1384,
IDXN-1386,특허수수료 수입 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1386,
IDXN-1390,특허 등 이의신청 건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1390,
IDXN-1395,황사발생 빈도,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1395,
IDXN-1396,지진발생 빈도,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1396,
IDXN-1397,지진해일발생 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1397,
IDXN-1398,에어로졸 PM10 연평균 농도 변화 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1398,
IDXN-1399,CO2 연평균 농도 변화 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1399,
IDXN-1400,기온 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1400,
IDXN-1401,강수량 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1401,
IDXN-1402,일조시간 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1402,
IDXN-1403,기후평년값(과거 30년 통계) 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1403,
IDXN-1404,보건복지부 일반회계 예산현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1404,
IDXN-1406,의료급여 수급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1406,
IDXN-1407,지니계수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1407,
IDXN-1409,노인 취업률 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1409,
IDXN-1421,보호대상아동 현황보고,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1421,
IDXN-1422,학대피해아동 보호 건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1422,
IDXN-1425,세대당 건강보험료 부담액,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1425,
IDXN-1428,합계출산율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1428,
IDXN-1430,노년부양비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1430,
IDXN-1431,GDP대비 경상의료비 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1431,
IDXN-1435,"식품검사 부적합률[국산, 수입]",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1435,
IDXN-1438,만성질환 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1438,
IDXN-1440,국가 암검진 수검률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1440,
IDXN-1441,정신장애 유병률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1441,
IDXN-1442,법정 감염병 발생 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1442,
IDXN-1449,항생제 및 주사제 처방률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1449,
IDXN-1450,헌혈인구 및 개인헌혈 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1450,
IDXN-1451,뇌사자 장기기증 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1451,
IDXN-1452,인체조직 생산·수입현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1452,
IDXN-1454,환경전문공사업 수주실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1454,
IDXN-1455,환경오염 분쟁조정,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1455,
IDXN-1456,환경보전에 관한 국민의식조사,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1456,
IDXN-1457,친환경상품구매실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1457,
IDXN-1460,국립공원현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1460,
IDXN-1462,자생생물종 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1462,
IDXN-1463,멸종위기 야생생물 지정 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1463,
IDXN-1464,국가 온실가스 배출현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1464,
IDXN-1466,대기오염물질 배출업소현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1466,
IDXN-1469,주요 도시의 빗물의 산도,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1469,
IDXN-1471,주요 대도시 환경소음도,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1471,
IDXN-1472,소음.진동 배출시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1472,
IDXN-1474,폐수배출시설 및 배출량 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1474,
IDXN-1475,가축분뇨 발생량 및 처리현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1475,
IDXN-1477,"생활, 사업장(일반, 건설) 폐기물 발생 및 처리현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1477,
IDXN-1478,지정폐기물 발생 및 처리현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1478,
IDXN-1479,폐기물 재활용실적 및 업체현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1479,
IDXN-1480,상수도 급수현황(보급 및 급수량),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1480,
IDXN-1481,하수도 보급률 변화추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1481,
IDXN-1485,"월평균 근로일수, 근로시간, 임금총액",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1485,
IDXN-1486,"근로자 평균근속년수, 평균연령, 학력별 임금",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1486,
IDXN-1487,"산업별, 직종별, 사업체 규모별 노동력 수요동향",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1487,
IDXN-1488,"내역별, 산업별, 규모별 노동비용",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1488,
IDXN-1489,고용형태에 따른 근로조건 실태 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1489,
IDXN-1492,최저임금 일반현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1492,
IDXN-1493,임금 채권 및 대지급금 지급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1493,
IDXN-1494,일반고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1494,
IDXN-1495,청년 고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1495,
IDXN-1496,고령자 고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1496,
IDXN-1497,여성 고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1497,
IDXN-1498,장애인 의무고용 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1498,
IDXN-1500,직업능력개발훈련 실시현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1500,
IDXN-1501,고용허가제 고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1501,
IDXN-1504,출산 및 육아휴직급여 수급자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1504,
IDXN-1505,"고용센터 구인, 구직 및 취업현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1505,
IDXN-1506,"고용보험 피보험자(상실자, 취득자)현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1506,
IDXN-1507,고용보험 적용 및 징수 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1507,
IDXN-1508,고용보험 지출현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1508,
IDXN-1511,노동조합 조직현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1511,
IDXN-1512,노사분규 건수 및 근로손실 일수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1512,
IDXN-1513,사내근로복지기금 설치 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1513,
IDXN-1514,산업재해현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1514,
IDXN-1517,인력수급 전망,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1517,
IDXN-1519,학령아동 변동 추계,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1519,
IDXN-1520,취학률 및 진학률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1520,
IDXN-1521,교원 1인당 학생 수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1521,
IDXN-1523,학생 1인당 공교육비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1523,
IDXN-1525,GDP 대비 공교육비 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1525,
IDXN-1526,IMD 교육경쟁력,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1526,
IDXN-1527,UNDP 인간개발지수(HDI) 순위,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1527,
IDXN-1528,OECD 학업성취도(PISA) 순위,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1528,
IDXN-1529,IEA 학업성취도(TIMSS) 순위,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1529,
IDXN-1530,국민교육수준(학력별 인구분포),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1530,
IDXN-1531,학력별 임금 격차,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1531,
IDXN-1533,SCI 논문 발표순위,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1533,
IDXN-1534,유학생 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1534,
IDXN-1535,유아교육 규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1535,
IDXN-1536,만 3~5세 누리과정 지원율 및 예산 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1536,
IDXN-1537,초중등교육 규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1537,
IDXN-1538,초중등 교육시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1538,
IDXN-1539,학업성취도 평가(교과별 성취수준 비율),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1539,
IDXN-1540,학생 체격/체력검사 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1540,
IDXN-1541,고등학교 유형별 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1541,
IDXN-1543,학교급식 실시 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1543,
IDXN-1544,특수교육 규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1544,
IDXN-1545,장애인 편의시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1545,
IDXN-1547,특수교육대상자 진학률/취업률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1547,
IDXN-1548,고등교육 규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1548,
IDXN-1549,고등교육시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1549,
IDXN-1550,국내/외 박사학위 취득자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1550,
IDXN-1551,고등교육기관 졸업자 취업률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1551,
IDXN-1552,대학 재정지원 사업 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1552,
IDXN-1553,학자금 대출 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1553,
IDXN-1555,평생학습 참여율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1555,
IDXN-1556,대학부설 평생교육원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1556,
IDXN-1557,학력인정 평생교육시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1557,
IDXN-1558,학점은행제 및 독학학위제 학위수여자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1558,
IDXN-1559,학교도서관 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1559,
IDXN-1560,"e-러닝(EBS고교강의, e학습터) 활용 현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1560,
IDXN-1561,보훈대상자현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1561,
IDXN-1562,보훈대상자 교육지원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1562,
IDXN-1564,국내·외 현충시설 등 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1564,
IDXN-1566,보훈대상자 의료지원 실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1566,
IDXN-1572,여성경제활동인구 및 참가율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1572,
IDXN-1574,종사상 지위별 여성취업자 구성비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1574,
IDXN-1575,여성 전문-관리직 종사자 구성비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1575,
IDXN-1576,가족의 형태별 분포,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1576,
IDXN-1577,여성가구주 가구 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1577,
IDXN-1578,한부모 가구 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1578,
IDXN-1579,총 이혼건수 및 조이혼율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1579,
IDXN-1580,총 혼인건수 및 조혼인율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1580,
IDXN-1581,한부모가족복지시설 수 및 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1581,
IDXN-1582,건강가정지원센터 설치수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1582,
IDXN-1583,어린이집 시설수 및 아동수 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1583,
IDXN-1584,어린이집 시설 종사자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1584,
IDXN-1585,"장애아전문,통합 어린이집 현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1585,
IDXN-1588,IPU 여성 국회의원 비율 및 각국의 순위,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1588,
IDXN-1589,정부위원회 여성참여율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1589,
IDXN-1591,성폭력관련시설 운영실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1591,
IDXN-1592,성매매피해자지원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1592,
IDXN-1594,가정폭력관련시설 운영실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1594,
IDXN-1597,청소년 인구 및 구성비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1597,
IDXN-1600,전국 청소년 상담 내용 및 대상현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1600,
IDXN-1601,1388 청소년 전화 접수현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1601,
IDXN-1604,청소년 가출실태,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1604,
IDXN-1605,경찰 인력 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1605,
IDXN-1606,총범죄 발생 및 검거,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1606,
IDXN-1608,사이버범죄 발생 및 검거,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1608,
IDXN-1609,112신고접수 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1609,
IDXN-1610,실종아동등 신고접수 및 처리현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1610,
IDXN-1612,총기등 허가현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1612,
IDXN-1613,집회시위현장 경찰관 부상자 발생,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1613,
IDXN-1614,"교통사고 현황(사망, 부상)",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1614,
IDXN-1616,어린이보호구역 지정현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1616,
IDXN-1617,운전면허 소지자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1617,
IDXN-1618,죄종별 외국인 범죄현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1618,
IDXN-1619,국외도피사범 송환현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1619,
IDXN-1621,해상 조난사고 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1621,
IDXN-1622,불법조업 외국어선 단속현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1622,
IDXN-1623,해상범죄 발생건수 및 처리현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1623,
IDXN-1624,밀수사범 단속현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1624,
IDXN-1625,"밀입국자, 밀출국자 단속 현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1625,
IDXN-1626,해양오염사고 발생현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1626,
IDXN-1627,사고발생 및 인명피해,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1627,
IDXN-1628,자연재난 발생,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1628,
