code,name,source,portal,url,goal
IDXN-1629,자연재난 복구비,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1629,
IDXN-1630,민방위대 편성,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1630,
IDXN-1631,소방인력 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1631,
IDXN-1632,화재발생 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1632,
IDXN-1633,구조활동 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1633,
IDXN-1634,구급활동 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1634,
IDXN-1635,공연/전시 횟수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1635,
IDXN-1636,무대전문인력 배출 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1636,
IDXN-1637,문화예술교육 프로그램 보급 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1637,
IDXN-1639,공공도서관 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1639,
IDXN-1640,등록 박물관/미술관 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1640,
IDXN-1641,공연장/문예회관 등 문화시설 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1641,
IDXN-1645,정기간행물 등록현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1645,
IDXN-1646,방송프로그램 수출입 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1646,
IDXN-1648,출판현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1648,
IDXN-1649,광고현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1649,
IDXN-1651,관광사업 등록 및 지정 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1651,
IDXN-1652,국민여행 총량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1652,
IDXN-1653,외래관광객수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1653,
IDXN-1654,국제회의 개최 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1654,
IDXN-1655,해외여행자수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1655,
IDXN-1657,관광수지 실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1657,
IDXN-1658,국민생활체육 참여현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1658,
IDXN-1661,체육지도자 양성 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1661,
IDXN-1662,프로스포츠 운영 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1662,
IDXN-1663,스포츠산업 전문인력양성 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1663,
IDXN-1664,체육시설업 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1664,
IDXN-1667,국가등록문화유산 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1667,
IDXN-1668,유네스코 등재유산 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1668,
IDXN-1671,매장유산 발굴조사 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1671,
IDXN-1673,문화유산 국외전시 반출허가 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1673,
IDXN-1674,궁능원 관람객 수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1674,
IDXN-1675,국가유산 수리기술자.기능자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1675,
IDXN-1676,재외공관 규모/분포,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1676,
IDXN-1677,수교국/미수교국 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1677,
IDXN-1678,우리나라의 평화유지활동(PKO) 참여현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1678,
IDXN-1679,우리 국민의 국제기구 진출 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1679,
IDXN-1680,우리나라가 당사자인 WTO 분쟁 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1680,
IDXN-1681,주요국가별 RTA(지역무역협정) 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1681,
IDXN-1682,재외동포현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1682,
IDXN-1683,여권발급 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1683,
IDXN-1684,해외이주신고자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1684,
IDXN-1686,유엔 정규 및 PKO 분담금 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1686,
IDXN-1687,ODA 원조규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1687,
IDXN-1688,GNI대비 및 1인당 ODA 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1688,
IDXN-1689,APEC관련 수출입투자현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1689,
IDXN-1690,"양자 ODA의 지원 분야별, 지역적 배분",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1690,
IDXN-1693,남북교류협력기금 조성 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1693,
IDXN-1694,북한이탈주민 입국인원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1694,
IDXN-1696,남북 이산가족 상봉 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1696,
IDXN-1698,남북 교역 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1698,
IDXN-1699,국방예산 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1699,
IDXN-1700,계급별 병사봉급 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1700,
IDXN-1701,군 사망사고 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1701,
IDXN-1702,방산물자/업체 지정현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1702,
IDXN-1703,방산업체 경영실태,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1703,
IDXN-1705,군수품 조달집행액 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1705,
IDXN-1707,군인연금 예산규모 및 수급자 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1707,
IDXN-1712,방위비분담금 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1712,
IDXN-1713,국방 교류협력 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1713,
IDXN-1715,해외파병 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1715,
IDXN-1716,병역자원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1716,
IDXN-1718,병역판정검사 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1718,
IDXN-1722,사회복무요원소집 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1722,
IDXN-1723,국가소송사건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1723,
IDXN-1724,행정소송 사건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1724,
IDXN-1725,국가배상 사건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1725,
IDXN-1726,역대사면실시현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1726,
IDXN-1727,구속영장 청구 발부 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1727,
IDXN-1728,"1심, 2심 무죄 현황",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1728,
IDXN-1729,항고 재항고 접수/처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1729,
IDXN-1730,형사보상금 지급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1730,
IDXN-1731,피의자 보상금 지급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1731,
IDXN-1732,전체사건 접수/처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1732,
IDXN-1733,변호사/공증사무소 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1733,
IDXN-1735,보호관찰 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1735,
IDXN-1736,보호관찰대상자 재범률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1736,
IDXN-1738,보호소년 · 위탁소년 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1738,
IDXN-1739,교정시설 수용현황(1일 평균 수용 인원),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1739,
IDXN-1740,범죄 유형별 형사사건 처리현황(경제사범),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1740,
IDXN-1741,범죄 유형별 형사사건 처리현황(폭력사범),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1741,
IDXN-1742,범죄 유형별 형사사건 처리현황(흉악사범),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1742,
IDXN-1743,범죄 유형별 형사사건 처리현황-교통사범,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1743,
IDXN-1744,범죄 유형별 형사사건 처리현황(병역사범),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1744,
IDXN-1745,범죄유형별 공안사건 처리현황-국가보안법 위반사범,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1745,
IDXN-1747,범죄유형별 공안사건 처리현황-선거사범,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1747,
IDXN-1750,범죄유형별 형사사건 처리현황-소년사범,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1750,
IDXN-1752,신분별 사건처리 현황-외국인사건 등,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1752,
IDXN-1753,5대 강력사범 접수/처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1753,
IDXN-1754,고소사건 접수/처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1754,
IDXN-1755,고발사건 접수/처리 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1755,
IDXN-1756,총 출입국자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1756,
IDXN-1757,출입국관리법 위반자 처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1757,
IDXN-1760,국적통계 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1760,
IDXN-1761,국가기록물 열람 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1761,
IDXN-1762,지방자치단체 여성공무원,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1762,
IDXN-1765,군병원 외래/입원환자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1765,
IDXN-1768,노사협의회 설치 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1768,
IDXN-1769,퇴직연금 도입 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1769,
IDXN-1770,해양사고 통계,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=1770,
IDXN-2416,"농가부채, 자산, 부채상환능력",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2416,
IDXN-2417,농가교역조건지수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2417,
IDXN-2421,농업인 복지지원현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2421,
IDXN-2422,농약 및 화학비료 사용량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2422,
IDXN-2423,보훈 보상금 지급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2423,
IDXN-2424,독립유공자 포상자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2424,
IDXN-2425,국립묘지별 안장현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2425,
IDXN-2426,무역구제제도 연도별 발생 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2426,
IDXN-2428,주요관광지점 입장객 통계,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2428,
IDXN-2429,전통사찰 지정등록 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2429,
IDXN-2430,국제결혼 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2430,
IDXN-2432,상호저축은행 고정이하여신비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2432,
IDXN-2433,신용카드 이용실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2433,
IDXN-2434,은행의 기업 및 가계대출 연체대출채권 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2434,
IDXN-2435,은행의 대손충당금 적립률(Coverage Ratio),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2435,
IDXN-2437,"시가총액 대비 투신편입 주식, 채권 비중",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2437,
IDXN-2439,코스피 200 선물 거래 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2439,
IDXN-2440,보험회사 수입보험료 규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2440,
IDXN-2441,보험회사 자산 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2441,
IDXN-2444,주요 영화산업국가의 자국영화 점유율 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2444,
IDXN-2446,국가유공자 등 재가복지서비스 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2446,
IDXN-2455,10대 수출입 품목,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2455,
IDXN-2457,전자상거래 물품 수입 동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2457,
IDXN-2458,지방자치단체 재정자립도,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2458,
IDXN-2460,조정 및 심판사건 처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2460,
IDXN-2461,과세전 적부심사청구 처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2461,
IDXN-2464,종합소득세 기장신고자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2464,
IDXN-2465,주세 신고현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2465,
IDXN-2467,범죄유형별 형사사건 처리현황-환경사범,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2467,
IDXN-2468,국방부 예산 결산현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2468,
IDXN-2469,남북군사회담 개최현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2469,
IDXN-2470,남북군사회담합의서 체결현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2470,
IDXN-2471,예비군 교육훈련 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2471,
IDXN-2472,병영생활관 개선 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2472,
IDXN-2477,비정규직 고용동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2477,
IDXN-2478,정규직과 비정규직의 시간당 임금총액,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2478,
IDXN-2479,민사 및 형사 법률구조 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2479,
IDXN-2482,보훈대상자 평균 연령 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2482,
IDXN-2483,상이 국가유공자 등 상이등급 판정 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2483,
IDXN-2484,국외안장선열 유해봉환 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2484,
IDXN-2486,보훈심사 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2486,
IDXN-2501,국내 SW 수출액 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2501,
IDXN-2505,청소년 방과후 아카데미 운영 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2505,
IDXN-2623,국세청 소관 세수실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2623,
IDXN-2624,종합부동산세 결정현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2624,
IDXN-2625,부가가치세 면세사업자 수입금액 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2625,
IDXN-2629,제대군인 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2629,
IDXN-2685,탈세제보자료 처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2685,
IDXN-2690,향후 늘려야 할 복지서비스,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2690,
IDXN-2692,노후준비방법,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2692,
IDXN-2693,현금 기부 인구,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2693,
IDXN-2694,독서인구,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2694,
IDXN-2695,앞으로 하고 싶은 여가활동,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2695,
IDXN-2696,내년 가구의 재정상태,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2696,
IDXN-2697,우리나라 초·중·고 학생의 사교육 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2697,
IDXN-2698,즉결심판 청구건수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2698,
IDXN-2701,기업부설 연구소 수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2701,
IDXN-2702,인천공항 물동량 및 환적률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2702,
IDXN-2703,채권발행/유통현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2703,
IDXN-2704,쌀 전업농 경영면적 비중,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2704,
IDXN-2705,비만 유병률,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2705,
IDXN-2707,아동급식지원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2707,
IDXN-2708,국내 입양아 수 및 입양 비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2708,
IDXN-2709,국민연금 수급자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2709,
IDXN-2710,취업장애인 월평균 소득,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2710,
IDXN-2711,아동 안전사고 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2711,
IDXN-2713,가족과 함께하는 생활시간량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2713,
IDXN-2714,남성대비 여성 임금비율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2714,
IDXN-2715,수요기관 및 조달업체 등록현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2715,
IDXN-2716,노동생산성 지수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2716,
IDXN-2717,개성공단 생산액 및 근로자 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2717,
IDXN-2718,자원봉사 참여(성인),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2718,
IDXN-2719,지하수 및 지표수의 연간 취수량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2719,
IDXN-2721,시장집중도 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2721,
IDXN-2722,보훈대상자 취업 및 대부지원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2722,
IDXN-2723,제대군인 지원 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2723,
IDXN-2724,고충민원 접수·처리 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2724,
IDXN-2725,시정권고 및 조정합의 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2725,
IDXN-2727,국가물류비 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2727,
IDXN-2728,"국토현황(행정구역별,소유자별,지목별)",e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2728,
IDXN-2729,수도권과 지방현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2729,
IDXN-2730,전국 무역항 항만시설 확보율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2730,
IDXN-2731,택지공급/지정 실적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2731,
IDXN-2732,기업자금조달 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2732,
IDXN-2735,경상수지 및 무역수지,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2735,
IDXN-2736,국내총생산 및 경제성장률 (GDP),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2736,
IDXN-2738,민간투자사업 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2738,
IDXN-2739,정부재정 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2739,
IDXN-2741,국가기술자격 응시 및 취득 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2741,
IDXN-2742,산재보험 징수 및 지급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2742,
IDXN-2743,농림축산식품 수출입 동향,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2743,
IDXN-2744,농림업 생산액 및 GDP대비 부가가치 비중,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2744,
IDXN-2745,농가 및 농가 인구,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2745,
IDXN-2748,어업생산량 및 양식량,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2748,
IDXN-2749,직접지불금 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2749,
IDXN-2750,국가지정유산 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2750,
IDXN-2751,공공체육시설 현황 및 1인당 체육시설 면적,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2751,
IDXN-2752,문화산업 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2752,
IDXN-2755,시내/이동전화 가입자,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2755,
IDXN-2756,체류 외국인 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2756,
IDXN-2757,현역병 입영현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2757,
IDXN-2758,기대수명(0세 기대여명) 및 유병기간 제외 기대수명(건강수명),e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2758,
IDXN-2759,사회복지 지출규모,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2759,
IDXN-2760,국민기초생활보장 수급 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2760,
IDXN-2761,식중독 발생건수 및 환자수,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2761,
IDXN-2762,기준 중위소득 추이,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2762,
IDXN-2763,건강보험 재정 및 급여율,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2763,
IDXN-2764,국민연금 재정현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2764,
IDXN-2765,국민영양 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2765,
IDXN-2766,노인복지시설 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2766,
IDXN-2767,노인일자리 및 노후생활 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2767,
IDXN-2768,장애인 현황,e-나라지표,index.go.kr,https://www.index.go.kr/unify/idx-info.do?idxCd=2768,
