indicator_id,target_id,indicator_name,definition,method,unit,direction,baseline_year,baseline_value,target_year,target_value,long_year,long_value,target_label,long_label,kind,source_page,source,source_url,update_cycle,custodian,status_override,is_headline,display,note,order
16-10-1,16-10,ODA 중 개도국 내 폭력 예방 및 테러･범죄 방지를 위한 국가기관 역량강화 지원 비중,추후보완,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,355,제4차 지속가능발전 기본계획,,,,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.355 · 추후보완,96
16-11-1,16-11,개별 및 포괄적 차별금지법 존재 여부와 이행,,,,up,2020,,,,2040,,,제도 도입,정성,356,제4차 지속가능발전 기본계획,,,국가인권위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.356,97
16-11-2,16-11,차별 경험 비율,,,%,down,2019,28.2,2030,,2040,,지속 감소,지속 감소,정성,356,제4차 지속가능발전 기본계획,,,국가인권위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.356,98
16-12-1,16-12,사이버 침해 범죄 발생 대비 검거율,,,%,up,2019,73.4,2030,,2040,,지속 증가,지속 증가,정성,359,제4차 지속가능발전 기본계획,,,국가인권위원회·법무부·경찰청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.359,99
16-12-2,16-12,디지털 정보격차 감소율,최초 산출 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,359,제4차 지속가능발전 기본계획,,,국가인권위원회·법무부·경찰청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.359 · 최초 산출 필요,100
16-2-1,16-2,아동학대피해아동 발견율,,,%,up,2018,2.98,2030,,2040,,지속 증가,지속 증가,정성,340,제4차 지속가능발전 기본계획,,,경찰청·보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.340,101
16-2-2,16-2,실종아동 미발견 건수,,,건,down,2019,99,2030,,2040,,지속 감소,지속 감소,정성,340,제4차 지속가능발전 기본계획,,,경찰청·보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.340,102
16-3-1,16-3,법률구조건수 증감률,,,%,up,2019,7.1,2030,,2040,,지속 증가,지속 증가,정성,341,제4차 지속가능발전 기본계획,,,법무부·경찰청·행정안전부·국가인권위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.341,103
16-4-1,16-4,범죄은닉자산 환수보전 평균액,최초 산출 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,343,제4차 지속가능발전 기본계획,,,,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.343 · 최초 산출 필요,104
16-4-2,16-4,마약범죄건수,경찰범죄통계를 활용하여 산출 필요,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,343,제4차 지속가능발전 기본계획,,,,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.343 · 경찰범죄통계를 활용하여 산출 필요,105
16-5-1,16-5,부패경험지수,,,,down,2019,1.085,2030,,2040,,지속 감소,지속 감소,정성,345,제4차 지속가능발전 기본계획,,,국민권익위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.345,106
16-6-1,16-6,정부 기관 업무수행에 대한 국민 신뢰도,한국행정연구원 사회 통합실태조사를 활용 하여 통계치 산출 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,349,제4차 지속가능발전 기본계획,,,전부처,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.349 · 한국행정연구원 사회 통합실태조사를 활용 하여 통계치 산출 필요,107
16-7-1,16-7,국민의 정치적 효능감 수준,한국행정연구원 사회통합 실태조사를 활용하여 통계치 산출 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,351,제4차 지속가능발전 기본계획,,,전부처,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.351 · 한국행정연구원 사회통합 실태조사를 활용하여 통계치 산출 필요,108
16-8-1,16-8,보편적 출생등록제도 존재 여부,,,,up,2020,,2030,,2040,,제도 도입,제도 도입,정성,352,제4차 지속가능발전 기본계획,,,보건복지부·법무부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.352,109
16-9-1,16-9,정보공개 청구 및 공개건수,,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,354,제4차 지속가능발전 기본계획,,,전부처,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.354,110
16-9-2,16-9,기본적 자유 침해 경험 비율,,,%,up,2019,8.2,,,,,,,모니터링,354,제4차 지속가능발전 기본계획,,,전부처,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.354,111
17-1-1,17-1,ODA/GNI 비율(%),,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,367,제4차 지속가능발전 기본계획,,,외교부·기획재정부·국무조정실,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.367,112
17-2-1,17-2,개발도상국과의 교역비중,,,%,up,2015,55.24,2030,,2040,,지속 증가,지속 증가,정성,368,제4차 지속가능발전 기본계획,,,기획재정부·지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.368,113
17-2-2,17-2,개발도상국에 대한 투자규모,,,%,up,2017,22.1,2030,,2040,,지속 증가,지속 증가,정성,368,제4차 지속가능발전 기본계획,,,기획재정부·지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.368,114
17-3-1,17-3,개도국의 과학기술혁신 지원 내용이 포함된 ODA 전략･ 정책 건수,데이터 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,369,제4차 지속가능발전 기본계획,,,외교부·기획재정부·지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.369 · 데이터 필요,115
17-4-1,17-4,"신남방, 신북방 등과 같은 주요 대외정책과 연계된 ODA 사업 비율",데이터 필요,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,370,제4차 지속가능발전 기본계획,,,외교부·기획재정부·국무조정실,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.370 · 데이터 필요,116
17-5-1,17-5,"PCSD 원칙의 전략적.입법적 명시, SDG 목표와 국가예산의 연계, SDG 이행을 위한 정책 조정기구 등 정책일관성 강화를 위한 제도적 기반 구축 여부",,,점,up,2020,0,2030,,2040,,증가,증가,정성,372,제4차 지속가능발전 기본계획,,,지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.372,117
17-5-2,17-5,전년 대비 개선된 K-SDGs 지표 비율,최초 산출 필요,,,up,,,2030,,2040,,증가,증가,정성,372,제4차 지속가능발전 기본계획,,,지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.372 · 최초 산출 필요,118
17-6-1,17-6,다자간 국제협력협의체 운영 및 다자간 협력대화 건수 -,,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,373,제4차 지속가능발전 기본계획,,,외교부·지속가능발전위원회,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.373,119
17-7-1,17-7,SDGs 이행을 위한 민관협의체 참여기관 및 정례회의 건수,,,건,up,2015,4,2030,,2040,,지속 증가,지속 증가,정성,375,제4차 지속가능발전 기본계획,,,외교부·지속가능발전위원회·백만원·이행지원,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.375,120
17-7-2,17-7,ODA 민관협력 재원의 비율,,,%,up,2020,2.7,2030,,2040,,지속 증가,지속 증가,정성,375,제4차 지속가능발전 기본계획,,,외교부·지속가능발전위원회·백만원·이행지원,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.375,121
2-1-1,2-1,소득수준 하위가구 식품안정성 확보가구,,,%,up,2018,88.5,2030,,2040,,지속확대,지속확대,정성,26,제4차 지속가능발전 기본계획,,,농림축산식품부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.26,122
2-2-1,2-2,농가소득,,,천원,up,2019,42870,2030,,2040,,농가소득 증대,지속 확대,정성,27,제4차 지속가능발전 기본계획,,,농림축산식품부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.27,123
2-2-2,2-2,농작물 재해보험 가입률,,,%,up,2019,38.8,2030,45,2040,,45.0%,지속 확대,정량,27,제4차 지속가능발전 기본계획,,,농림축산식품부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.27,124
2-3-1,2-3,유기농업 인증면적 비율,,,%,up,2019,1.9,2030,3.4,2040,,3.4%,지속 확대,정량,29,제4차 지속가능발전 기본계획,,,농림축산식품부·농촌진흥청,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.29,125
2-3-2,2-3,농경지 토양유기물 함량,,,g/Kg,up,2017,23,2030,24,2040,25,24g/Kg,25g/Kg,정량,29,제4차 지속가능발전 기본계획,,,농림축산식품부·농촌진흥청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.29,126
2-3-3,2-3,밭토양 산도,,,pH,up,2017,6.3,2030,6.4,2040,6.5,6.4pH,6.5pH,정량,29,제4차 지속가능발전 기본계획,,,농림축산식품부·농촌진흥청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.29,127
2-4-1,2-4,중장기 보존시설에 확보된 식물유전자원 점수,,,천점,up,2017,249,2030,280,2040,290,280천점,290천점,정량,31,제4차 지속가능발전 기본계획,,,농촌진흥청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.31,128
2-4-2,2-4,중장기 보존시설에 확보된 동물유전자원 점수,,,천점,up,2020,280,2030,340,2040,370,340천점,370천점,정량,31,제4차 지속가능발전 기본계획,,,농촌진흥청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.31,129
2-4-3,2-4,기후변화에 대응하여 개발된 품종 수,,,종,up,2019,266,2030,400,2040,500,400종,500종,정량,31,제4차 지속가능발전 기본계획,,,농촌진흥청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.31,130
2-5-1,2-5,정부비축미 평균재고량,,,천톤,down,2018,1442,2030,800,2040,800,800천톤,800천톤,정량,32,제4차 지속가능발전 기본계획,,,농림축산식품부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.32,131
3-1-1,3-1,"심혈관질환, 암, 당뇨, 만성 호흡기 질환으로 인한 사망률 (30~70세)",,,명,down,2016,7.8,2030,4,2040,2.4,4.0명,2.4명,정량,40,제4차 지속가능발전 기본계획,,,보건복지부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.40,132
3-1-2,3-1,당뇨병 조절률,,,%,up,,,2030,36,2040,38.5,36.0%,38.5%,정량,40,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.40,133
3-1-3,3-1,성인 흡연율,,,%,down,2018,22.4,2030,16.5,2040,12.7,16.5%,12.7%,정량,40,제4차 지속가능발전 기본계획,,,보건복지부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.40,134
3-1-4,3-1,장애인 만성질환유병률,,,%,down,2017,84.3,2030,80,2040,75,80.0%,75.0%,정량,40,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.40,135
3-2-1,3-2,인구 십만 명당 자살률,,,,down,2018,26.6,2030,,2040,,(청소년) 4.1명,지속 감소,정성,44,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.44,136
3-2-2,3-2,15세 이상 인구 일인당 알코올 섭취량,,,L,down,2018,8.477,2030,7.2,2040,,7.2 L,지속 감소,정량,44,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.44,137
3-3-1,3-3,인구 천 명당 교통사고 사망자수,,,명,down,2018,6.7,2030,2.7,2040,1.2,2.7명,1.2명,정량,45,제4차 지속가능발전 기본계획,,,국토교통부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.45,138
3-4-1,3-4,인구 십만 명당 결핵신고 신환자율,,,명,down,2019,46.4,2030,40,2040,,40명,지속 감소,정량,48,제4차 지속가능발전 기본계획,,,보건복지부·질병관리청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.48,139
3-4-2,3-4,인구 십만 명당 말라리아 발생률,,,건,down,2019,1.08,2030,0,2040,,0건 유지,말라리아 퇴치,정량,48,제4차 지속가능발전 기본계획,,,보건복지부·질병관리청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.48,140
3-5-1,3-5,출생아 십만 명당 모성사망자 수,,,명,down,2018,11.3,2030,7.7,2040,6,7.7명,6명,정량,50,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.50,141
3-6-1,3-6,출생아 1천 명당 신생아 사망률,,,명,down,2018,1.5,2030,,2040,1,지속 감소,1명,정량,50,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.50,142
3-6-2,3-6,영유아건강검진 수검률,,,%,up,2018,74.5,2030,,2040,85,추후 보완,85.0%,정량,50,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.50,143
3-6-3,3-6,아동･청소년 비만 유병률,,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,50,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.50,144
3-7-1,3-7,인구가중 초미세먼지 (PM2.5) 농도,,,㎍/㎥,down,2017,25.1,2030,,2040,,지속 감소,지속 감소,정성,53,제4차 지속가능발전 기본계획,,,환경부·보건복지부·질병관리청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.53,145
3-7-2,3-7,인체 내 환경유해물질 농도 수준 제3기(2015-17),납: (중고등학생) 0.80 (성인) 1.60 · 수은: (중고등학생) 1.37 (성인) 2.75 · 요중 카드뮴: (영유아) 0.11 (초등학생) 0.23 (중고등학생) 0.29 (성인) 0.36,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,53,제4차 지속가능발전 기본계획,,,환경부·보건복지부·질병관리청,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.53 · 납: (중고등학생) 0.80 (성인) 1.60 · 수은: (중고등학생) 1.37 (성인) 2.75 · 요중 카드뮴: (영유아) 0.11 (초등학생) 0.23 (중고등학생) 0.29 (성인) 0.36,146
3-8-1,3-8,영아사망률,,,%,down,2017,2.8,2030,2.5,2040,2.1,2.5%,2.1%,정량,54,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.54,147
3-8-2,3-8,OECD 더 나은 삶의 질 지수,,,,up,2018,6.1,2030,7,2040,8,7.0,8.0,정량,54,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.54,148
3-8-3,3-8,치매안심센터의 치매환자등록･ 관리율,,,%,up,2019,56.7,2030,82,2040,85,82%,85%,정량,54,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.54,149
3-8-4,3-8,기능제한 없는 노인인구 비율,,,%,down,2017,74.7,2030,74,2040,75,74.0%,75.0%,정량,54,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.54,150
3-9-1,3-9,인구 1천 명당 공공병상 수,,,개,up,2018,1.24,2030,1.54,2040,3.07,1.54개,3.07개,정량,57,제4차 지속가능발전 기본계획,,,보건복지부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.57,151
4-1-1,4-1,취학률 유치원 50.6 초등학교 97.4 중학교 97.9 고등학교 92.4 고등교육기관 67.6,,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,67,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.67,152
4-1-2,4-1,국제 학업성취도평가 (PISA 2~6수준 학생 비율),,,,up,2019,,2030,,2040,,"PISA 85.6,",지속 증가,정성,67,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.67,153
4-1-3,4-1,국가수준 학습성과지표 산출,현재 산출된 통계 없음,,,up,,,2030,,,,지속 증가,,정성,67,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.67 · 현재 산출된 통계 없음,154
4-10-1,4-10,교사 1인당 학생 수,,,,down,,,2030,,2040,,지속 감소,지속 감소,정성,83,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.83,155
4-10-2,4-10,보육교사 중 전문학사 이상 학위소지자 비율,,,%,up,2018,76.3,2030,,2040,,지속 증가,지속 증가,정성,83,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.83,156
4-10-3,4-10,특수교사 일인당 특수학생 수,,,명,down,2020,4,2030,,2040,,지속 감소,지속 감소,정성,83,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.83,157
4-10-4,4-10,초･중등 전문상담교사 배치 비율,,,%,up,,,2030,100,2040,100,100%,100% 유지,정량,83,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.83,158
4-2-1,4-2,"신체적 건강, 학습, 심리사회적 안녕(well- being) 측면에서 발달정도가 정상적인 5세 이하 여아와 남아 비율",,,%,up,2015,99.4,2030,,2040,,지속 증가,지속 증가,정성,69,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.69,159
4-2-2,4-2,초등학교 취학 전 체계적인 유아교육과 보육 서비스 이용률,,,%,up,2017,58,2030,75,2040,,75.0%,지속 증가,정량,69,제4차 지속가능발전 기본계획,,,교육부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.69,160
4-2-3,4-2,국공립 유치원과 어린이집 이용률,,,%,up,2017,24,2030,44,2040,,44.0%,지속 증가,정량,69,제4차 지속가능발전 기본계획,,,교육부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.69,161
4-2-4,4-2,긍정적인 가정학습 및 양육 환경을 경험하는 영유아 비율,최초 조사 시행 필요 · 목표치 설정 불가 (통계 미구축),,,up,,,,,,,,,통계미구축,69,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.69 · 최초 조사 시행 필요 · 목표치 설정 불가 (통계 미구축),162
4-3-1,4-3,고등교육 이수율,,,%,up,2018,49,,,,,,,모니터링,71,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.71,163
4-3-2,4-3,학생 1인당 국가장학금 수혜 금액,,,,up,,,2030,,2040,,지속 증가,지속 증가,정성,71,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.71,164
4-3-3,4-3,고등교육기관에서 성인 학습자의 비학위 교육과정 참여율,,,%,up,2017,35.8,2030,,2040,,지속 증가,지속 증가,정성,71,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.71,165
4-4-1,4-4,평생학습 참여율,,,%,up,2019,43.4,2030,50,2040,,50.0%,지속 확대,정량,73,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.73,166
4-4-2,4-4,직업교육훈련 경험 비율,,,%,up,2017,16.1,2030,40,2040,,40.0%,지속 확대,정량,73,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.73,167
4-4-3,4-4,청소년 및 성인의 ICT 역량 수준,통계 구축 필요 · 통계 구축 후 확정,,,up,,,,,,,,,통계미구축,73,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.73 · 통계 구축 필요 · 통계 구축 후 확정,168
4-5-1,4-5,"모든 지표에 성별, 장애, 취약계층별 분리통계 도입",,,유지,up,2015,0.9,2030,1,2040,1,1.0,1.0 유지,정량,75,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.75,169
4-6-1,4-6,활용 가능한 언어역량과 수리역량의 측면에서 일정 수준의 숙련도를 달성한 특정 연령 인구 비율(PIAAC) (청소년 대상),,,,up,,,,,2040,,,추후 보완,정성,77,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.77,170
4-6-2,4-6,성인 문해율,,,,up,2017,,2030,,2040,,성인문해능력,추후 보완,정성,77,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.77,171
4-7-1,4-7,"세계시민교육 및 지속가능발전 교육의 주류화 정도 (교육정책, 교육과정, 교사교육, 학생평가)",목표치 설정 불가 (통계 미구축),,,up,2020,,,,,,,,모니터링,79,제4차 지속가능발전 기본계획,,,교육부·외교부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.79 · 목표치 설정 불가 (통계 미구축),172
4-7-2,4-7,세계시민교육 및 지속가능발전 교육 관련 교육정책 사업 비율,목표치 설정 불가 (통계 미구축),,,up,2020,,,,,,,,모니터링,79,제4차 지속가능발전 기본계획,,,교육부·외교부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.79 · 목표치 설정 불가 (통계 미구축),173
4-7-3,4-7,교육과정 내 세계시민교육 및 지속가능발전교육 관련 요소 반영 비율,목표치 설정 불가 (통계 미구축),,,up,2020,,,,,,,,모니터링,79,제4차 지속가능발전 기본계획,,,교육부·외교부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.79 · 목표치 설정 불가 (통계 미구축),174
4-7-4,4-7,교원 중 세계시민교육 및 지속 가능발전교육 경험자 비율,목표치 설정 불가 (통계 미구축),,,up,2020,,,,,,,,모니터링,79,제4차 지속가능발전 기본계획,,,교육부·외교부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.79 · 목표치 설정 불가 (통계 미구축),175
4-8-1,4-8,일반학교 특수학급 설치율,,,%,up,2020,64.5,2030,,,,지속 증가,,정성,81,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.81,176
4-8-2,4-8,학교 내진보강률,,,%,up,2018,36.7,2030,100,2040,100,100%,100% 유지,정량,81,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.81,177
4-8-3,4-8,Wee 클래스 설치 비율,,,%,up,,,2030,100,2040,100,100%,100% 유지,정량,81,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.81,178
4-9-1,4-9,교육단계별 GDP 대비 공교육비 정부부담 비율,,,%,up,2016,0.7,2030,,2040,,OECD 평균,OECD 평균,정성,82,제4차 지속가능발전 기본계획,,,교육부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.82,179
5-1-1,5-1,성별영향평가 정책개선 이행률,,,%,up,2019,41.7,2030,58.2,2040,73.2,58.2%,73.2%,정량,93,제4차 지속가능발전 기본계획,,,여성가족부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.93,180
5-2-1,5-2,가정폭력 실신고건수 및 대응률,,,%,up,2017,13.8,2030,,2040,,지속 증가,지속 증가,정성,95,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.95,181
5-2-2,5-2,성폭력 발생사건 및 미검거율,,,%,down,2018,3.6,2030,,2040,,지속 저감,지속 저감,정성,95,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.95,182
5-2-3,5-2,디지털 성폭력 범죄 발생 건수 및 미검거율,,,%,down,2018,9.2,2030,,2040,,지속 저감,지속 저감,정성,95,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.95,183
5-3-1,5-3,맞벌이가구 여성대비 남성의 가정 내 무보수 가사노동 및 돌봄노동 시간 비율,,,%,up,2019,28.9,2030,35,2040,40,35.0%,40.0%,정량,98,제4차 지속가능발전 기본계획,,,여성가족부·고용노동부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.98,184
5-4-1,5-4,의회와 지방의회의 여성 비율,,,%,up,2020,19,2030,,2040,,지속 증가,지속 증가,정성,100,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.100,185
5-4-2,5-4,공공부문 여성대표성 제고계획 과제 목표 달성률,,,%,up,,,2030,100,2040,100,100%,100% 유지,정량,100,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.100,186
5-4-3,5-4,민간부문 여성 관리자 비율,,,%,up,2019,19.76,2030,32.4,2040,,32.4%,지속 확대,정량,100,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.100,187
5-5-1,5-5,성･재생산권과 건강 관련 정보제공 및 교육을 보장하는 제도마련 여부,수치 없음,,,up,,,2030,,2040,,제도 수립,제도 수립,정성,102,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.102 · 수치 없음,188
5-5-2,5-5,초･중･고등학교에서 성교육을 수행한 비율,수치 없음 (통계 구축 필요),,%,up,,,2030,100,2040,100,100%,100%,정량,102,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.102 · 수치 없음 (통계 구축 필요),189
5-5-3,5-5,피임 실천율,,,%,up,2018,82.3,2030,,2040,,지속 증가,지속 증가,정성,102,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.102,190
5-6-1,5-6,성별 스마트폰 보유율,,,,up,2019,,2030,,2040,,지속 확대,지속 확대,정성,103,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.103,191
5-6-2,5-6,대학교 여성과학기술인력 졸업 현황,,,%,up,2018,19.3,,,2040,,,지속 확대,정성,103,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.103,192
5-7-1,5-7,성별영향평가 정책개선의견 수용률,,,%,up,2019,85.2,2030,87.1,2040,89.1,87.1%,89.1%,정량,104,제4차 지속가능발전 기본계획,,,여성가족부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.104,193
6-1-1,6-1,수돗물 만족도,,,%,up,2017,46.6,2030,,2040,,지속 증가,지속 증가,정성,237,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.237,194
6-1-2,6-1,농어촌지역 상수도 보급률,,,%,up,2018,77,2030,,2040,,지속 증가,지속 증가,정성,237,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.237,195
6-2-1,6-2,농어촌 하수도 보급률,,,%,up,2017,70.1,2030,85,2040,90,85.0%,90.0%,정량,238,제4차 지속가능발전 기본계획,,,환경부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.238,196
6-2-2,6-2,하수도 정비중점관리지역 정비대책수립 개소수,,,개소,up,2019,12,2030,150,2040,200,150개소,200개소,정량,238,제4차 지속가능발전 기본계획,,,환경부,,TRUE,TRUE,제4차 지속가능발전 기본계획 p.238,197
6-3-1,6-3,유역별 물순환율,통계 구축 필요,,%,up,,,2030,,2040,90,통계 구축,90.0%,정량,240,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.240 · 통계 구축 필요,198
6-3-2,6-3,수질목표기준 달성도 (TOC 기준),,,%,up,2019,41,,,,,,,모니터링,240,제4차 지속가능발전 기본계획,,,환경부,,FALSE,TRUE,제4차 지속가능발전 기본계획 p.240,199
